   Elapsed time	   MLII	     V5
        515.239	 -0.285	 -0.210
        515.242	 -0.265	 -0.195
        515.244	 -0.260	 -0.200
        515.247	 -0.265	 -0.215
        515.250	 -0.275	 -0.220
        515.253	 -0.295	 -0.230
        515.256	 -0.295	 -0.235
        515.258	 -0.295	 -0.260
        515.261	 -0.315	 -0.275
        515.264	 -0.355	 -0.305
        515.267	 -0.390	 -0.340
        515.269	 -0.425	 -0.355
        515.272	 -0.435	 -0.325
        515.275	 -0.465	 -0.255
        515.278	 -0.495	 -0.155
        515.281	 -0.485	 -0.035
        515.283	 -0.420	  0.025
        515.286	 -0.330	  0.105
        515.289	 -0.200	  0.200
        515.292	 -0.045	  0.305
        515.294	  0.150	  0.400
        515.297	  0.410	  0.480
        515.300	  0.645	  0.535
        515.303	  0.830	  0.480
        515.306	  0.945	  0.280
        515.308	  0.940	 -0.010
        515.311	  0.780	 -0.265
        515.314	  0.455	 -0.370
        515.317	  0.070	 -0.345
        515.319	 -0.260	 -0.305
        515.322	 -0.445	 -0.285
        515.325	 -0.495	 -0.265
        515.328	 -0.450	 -0.255
        515.331	 -0.390	 -0.260
        515.333	 -0.365	 -0.260
        515.336	 -0.360	 -0.280
        515.339	 -0.365	 -0.265
        515.342	 -0.350	 -0.255
        515.344	 -0.345	 -0.255
        515.347	 -0.350	 -0.265
        515.350	 -0.355	 -0.275
        515.353	 -0.360	 -0.265
        515.356	 -0.350	 -0.250
        515.358	 -0.365	 -0.260
        515.361	 -0.355	 -0.260
        515.364	 -0.350	 -0.270
        515.367	 -0.350	 -0.285
        515.369	 -0.370	 -0.275
        515.372	 -0.360	 -0.275
        515.375	 -0.355	 -0.255
        515.378	 -0.345	 -0.260
        515.381	 -0.340	 -0.255
        515.383	 -0.350	 -0.275
        515.386	 -0.355	 -0.275
        515.389	 -0.350	 -0.260
        515.392	 -0.345	 -0.255
        515.394	 -0.340	 -0.265
        515.397	 -0.340	 -0.255
        515.400	 -0.345	 -0.265
        515.403	 -0.355	 -0.265
        515.406	 -0.350	 -0.265
        515.408	 -0.350	 -0.255
        515.411	 -0.345	 -0.250
        515.414	 -0.360	 -0.265
        515.417	 -0.355	 -0.275
        515.419	 -0.370	 -0.280
        515.422	 -0.380	 -0.260
        515.425	 -0.370	 -0.255
        515.428	 -0.360	 -0.255
        515.431	 -0.350	 -0.260
        515.433	 -0.365	 -0.270
        515.436	 -0.370	 -0.280
        515.439	 -0.365	 -0.265
        515.442	 -0.360	 -0.265
        515.444	 -0.345	 -0.255
        515.447	 -0.360	 -0.260
        515.450	 -0.380	 -0.270
        515.453	 -0.370	 -0.280
        515.456	 -0.370	 -0.270
        515.458	 -0.360	 -0.265
        515.461	 -0.345	 -0.265
        515.464	 -0.350	 -0.265
        515.467	 -0.350	 -0.275
        515.469	 -0.370	 -0.270
        515.472	 -0.360	 -0.275
        515.475	 -0.340	 -0.260
        515.478	 -0.340	 -0.275
        515.481	 -0.350	 -0.270
        515.483	 -0.360	 -0.295
        515.486	 -0.370	 -0.290
        515.489	 -0.375	 -0.280
        515.492	 -0.365	 -0.275
        515.494	 -0.345	 -0.285
        515.497	 -0.360	 -0.285
        515.500	 -0.355	 -0.290
        515.503	 -0.360	 -0.300
        515.506	 -0.360	 -0.295
        515.508	 -0.360	 -0.290
        515.511	 -0.350	 -0.295
        515.514	 -0.350	 -0.305
        515.517	 -0.355	 -0.320
        515.519	 -0.355	 -0.305
        515.522	 -0.360	 -0.300
        515.525	 -0.350	 -0.300
        515.528	 -0.345	 -0.300
        515.531	 -0.345	 -0.305
        515.533	 -0.360	 -0.325
        515.536	 -0.375	 -0.330
        515.539	 -0.370	 -0.325
        515.542	 -0.365	 -0.325
        515.544	 -0.360	 -0.325
        515.547	 -0.355	 -0.330
        515.550	 -0.365	 -0.345
        515.553	 -0.365	 -0.355
        515.556	 -0.360	 -0.340
        515.558	 -0.345	 -0.345
        515.561	 -0.355	 -0.345
        515.564	 -0.350	 -0.360
        515.567	 -0.365	 -0.375
        515.569	 -0.375	 -0.385
        515.572	 -0.380	 -0.380
        515.575	 -0.375	 -0.355
        515.578	 -0.380	 -0.350
        515.581	 -0.365	 -0.365
        515.583	 -0.370	 -0.380
        515.586	 -0.375	 -0.375
        515.589	 -0.380	 -0.360
        515.592	 -0.365	 -0.350
        515.594	 -0.355	 -0.340
        515.597	 -0.360	 -0.340
        515.600	 -0.360	 -0.350
        515.603	 -0.370	 -0.335
        515.606	 -0.370	 -0.300
        515.608	 -0.345	 -0.285
        515.611	 -0.325	 -0.270
        515.614	 -0.315	 -0.275
        515.617	 -0.310	 -0.270
        515.619	 -0.300	 -0.250
        515.622	 -0.305	 -0.250
        515.625	 -0.280	 -0.230
        515.628	 -0.275	 -0.220
        515.631	 -0.265	 -0.225
        515.633	 -0.255	 -0.230
        515.636	 -0.265	 -0.220
        515.639	 -0.250	 -0.205
        515.642	 -0.245	 -0.200
        515.644	 -0.235	 -0.190
        515.647	 -0.235	 -0.210
        515.650	 -0.245	 -0.215
        515.653	 -0.250	 -0.210
        515.656	 -0.255	 -0.220
        515.658	 -0.245	 -0.200
        515.661	 -0.235	 -0.185
        515.664	 -0.235	 -0.190
        515.667	 -0.240	 -0.200
        515.669	 -0.245	 -0.210
        515.672	 -0.245	 -0.205
        515.675	 -0.240	 -0.205
        515.678	 -0.230	 -0.205
        515.681	 -0.245	 -0.210
        515.683	 -0.255	 -0.215
        515.686	 -0.260	 -0.220
        515.689	 -0.255	 -0.205
        515.692	 -0.235	 -0.205
        515.694	 -0.225	 -0.205
        515.697	 -0.230	 -0.210
        515.700	 -0.245	 -0.225
        515.703	 -0.265	 -0.225
        515.706	 -0.250	 -0.220
        515.708	 -0.260	 -0.215
        515.711	 -0.255	 -0.205
        515.714	 -0.250	 -0.215
        515.717	 -0.260	 -0.240
        515.719	 -0.260	 -0.240
        515.722	 -0.270	 -0.235
        515.725	 -0.260	 -0.225
        515.728	 -0.255	 -0.230
        515.731	 -0.245	 -0.230
        515.733	 -0.265	 -0.230
        515.736	 -0.280	 -0.235
        515.739	 -0.270	 -0.220
        515.742	 -0.275	 -0.205
        515.744	 -0.265	 -0.215
        515.747	 -0.255	 -0.225
        515.750	 -0.290	 -0.245
        515.753	 -0.290	 -0.255
        515.756	 -0.290	 -0.235
        515.758	 -0.280	 -0.230
        515.761	 -0.280	 -0.220
        515.764	 -0.285	 -0.230
        515.767	 -0.280	 -0.260
        515.769	 -0.295	 -0.265
        515.772	 -0.295	 -0.255
        515.775	 -0.285	 -0.250
        515.778	 -0.280	 -0.260
        515.781	 -0.275	 -0.250
        515.783	 -0.280	 -0.270
        515.786	 -0.285	 -0.255
        515.789	 -0.285	 -0.265
        515.792	 -0.310	 -0.265
        515.794	 -0.285	 -0.255
        515.797	 -0.295	 -0.255
        515.800	 -0.310	 -0.265
        515.803	 -0.315	 -0.265
        515.806	 -0.295	 -0.265
        515.808	 -0.295	 -0.250
        515.811	 -0.295	 -0.265
        515.814	 -0.290	 -0.260
        515.817	 -0.300	 -0.280
        515.819	 -0.315	 -0.280
        515.822	 -0.315	 -0.265
        515.825	 -0.305	 -0.260
        515.828	 -0.310	 -0.255
        515.831	 -0.315	 -0.280
        515.833	 -0.320	 -0.285
        515.836	 -0.325	 -0.280
        515.839	 -0.320	 -0.270
        515.842	 -0.315	 -0.265
        515.844	 -0.310	 -0.265
        515.847	 -0.305	 -0.280
        515.850	 -0.320	 -0.300
        515.853	 -0.330	 -0.295
        515.856	 -0.330	 -0.270
        515.858	 -0.320	 -0.250
        515.861	 -0.310	 -0.260
        515.864	 -0.305	 -0.270
        515.867	 -0.310	 -0.285
        515.869	 -0.315	 -0.275
        515.872	 -0.320	 -0.265
        515.875	 -0.310	 -0.255
        515.878	 -0.305	 -0.270
        515.881	 -0.305	 -0.265
        515.883	 -0.310	 -0.270
        515.886	 -0.325	 -0.270
        515.889	 -0.315	 -0.250
        515.892	 -0.310	 -0.255
        515.894	 -0.305	 -0.265
        515.897	 -0.315	 -0.265
        515.900	 -0.310	 -0.265
        515.903	 -0.330	 -0.265
        515.906	 -0.320	 -0.270
        515.908	 -0.315	 -0.255
        515.911	 -0.315	 -0.265
        515.914	 -0.320	 -0.280
        515.917	 -0.340	 -0.275
        515.919	 -0.330	 -0.285
        515.922	 -0.320	 -0.275
        515.925	 -0.320	 -0.260
        515.928	 -0.300	 -0.265
        515.931	 -0.320	 -0.265
        515.933	 -0.330	 -0.270
        515.936	 -0.330	 -0.265
        515.939	 -0.320	 -0.265
        515.942	 -0.310	 -0.260
        515.944	 -0.295	 -0.255
        515.947	 -0.305	 -0.260
        515.950	 -0.300	 -0.275
        515.953	 -0.295	 -0.270
        515.956	 -0.280	 -0.270
        515.958	 -0.270	 -0.250
        515.961	 -0.260	 -0.270
        515.964	 -0.260	 -0.270
        515.967	 -0.255	 -0.285
        515.969	 -0.255	 -0.280
        515.972	 -0.260	 -0.275
        515.975	 -0.240	 -0.255
        515.978	 -0.235	 -0.250
        515.981	 -0.235	 -0.245
        515.983	 -0.235	 -0.255
        515.986	 -0.240	 -0.260
        515.989	 -0.225	 -0.255
        515.992	 -0.205	 -0.240
        515.994	 -0.185	 -0.235
        515.997	 -0.180	 -0.235
        516.000	 -0.190	 -0.245
        516.003	 -0.190	 -0.255
        516.006	 -0.205	 -0.245
        516.008	 -0.215	 -0.225
        516.011	 -0.200	 -0.230
        516.014	 -0.210	 -0.225
        516.017	 -0.215	 -0.230
        516.019	 -0.210	 -0.240
        516.022	 -0.210	 -0.205
        516.025	 -0.200	 -0.195
        516.028	 -0.200	 -0.190
        516.031	 -0.200	 -0.205
        516.033	 -0.205	 -0.220
        516.036	 -0.195	 -0.235
        516.039	 -0.200	 -0.235
        516.042	 -0.210	 -0.230
        516.044	 -0.230	 -0.245
        516.047	 -0.250	 -0.250
        516.050	 -0.275	 -0.250
        516.053	 -0.310	 -0.270
        516.056	 -0.315	 -0.260
        516.058	 -0.320	 -0.245
        516.061	 -0.310	 -0.245
        516.064	 -0.315	 -0.265
        516.067	 -0.325	 -0.280
        516.069	 -0.340	 -0.285
        516.072	 -0.345	 -0.275
        516.075	 -0.335	 -0.255
        516.078	 -0.335	 -0.255
        516.081	 -0.355	 -0.265
        516.083	 -0.365	 -0.275
        516.086	 -0.365	 -0.290
        516.089	 -0.375	 -0.275
        516.092	 -0.380	 -0.265
        516.094	 -0.365	 -0.270
        516.097	 -0.360	 -0.270
        516.100	 -0.370	 -0.270
        516.103	 -0.380	 -0.280
        516.106	 -0.375	 -0.280
        516.108	 -0.365	 -0.270
        516.111	 -0.365	 -0.275
        516.114	 -0.380	 -0.275
        516.117	 -0.380	 -0.300
        516.119	 -0.395	 -0.290
        516.122	 -0.375	 -0.270
        516.125	 -0.365	 -0.260
        516.128	 -0.355	 -0.265
        516.131	 -0.350	 -0.270
        516.133	 -0.365	 -0.280
        516.136	 -0.380	 -0.300
        516.139	 -0.380	 -0.335
        516.142	 -0.385	 -0.345
        516.144	 -0.415	 -0.345
        516.147	 -0.460	 -0.360
        516.150	 -0.495	 -0.385
        516.153	 -0.510	 -0.410
        516.156	 -0.510	 -0.410
        516.158	 -0.540	 -0.370
        516.161	 -0.570	 -0.300
        516.164	 -0.595	 -0.205
        516.167	 -0.575	 -0.110
        516.169	 -0.490	 -0.045
        516.172	 -0.360	  0.025
        516.175	 -0.215	  0.120
        516.178	 -0.065	  0.205
        516.181	  0.170	  0.300
        516.183	  0.420	  0.380
        516.186	  0.650	  0.370
        516.189	  0.820	  0.210
        516.192	  0.880	 -0.065
        516.194	  0.775	 -0.330
        516.197	  0.470	 -0.445
        516.200	  0.090	 -0.460
        516.203	 -0.240	 -0.410
        516.206	 -0.455	 -0.365
        516.208	 -0.540	 -0.345
        516.211	 -0.540	 -0.340
        516.214	 -0.505	 -0.320
        516.217	 -0.470	 -0.335
        516.219	 -0.465	 -0.345
        516.222	 -0.460	 -0.335
        516.225	 -0.455	 -0.320
        516.228	 -0.445	 -0.320
        516.231	 -0.440	 -0.315
        516.233	 -0.445	 -0.340
        516.236	 -0.460	 -0.330
        516.239	 -0.445	 -0.330
        516.242	 -0.430	 -0.315
        516.244	 -0.430	 -0.310
        516.247	 -0.415	 -0.305
        516.250	 -0.415	 -0.310
        516.253	 -0.420	 -0.320
        516.256	 -0.430	 -0.310
        516.258	 -0.420	 -0.305
        516.261	 -0.405	 -0.315
        516.264	 -0.420	 -0.325
        516.267	 -0.425	 -0.335
        516.269	 -0.445	 -0.335
        516.272	 -0.455	 -0.320
        516.275	 -0.450	 -0.310
        516.278	 -0.440	 -0.315
        516.281	 -0.445	 -0.320
        516.283	 -0.455	 -0.325
        516.286	 -0.470	 -0.330
        516.289	 -0.455	 -0.325
        516.292	 -0.450	 -0.315
        516.294	 -0.440	 -0.310
        516.297	 -0.445	 -0.305
        516.300	 -0.450	 -0.325
        516.303	 -0.465	 -0.325
        516.306	 -0.455	 -0.315
        516.308	 -0.440	 -0.320
        516.311	 -0.430	 -0.320
        516.314	 -0.430	 -0.325
        516.317	 -0.445	 -0.310
        516.319	 -0.455	 -0.320
        516.322	 -0.450	 -0.295
        516.325	 -0.430	 -0.290
        516.328	 -0.425	 -0.305
        516.331	 -0.430	 -0.305
        516.333	 -0.440	 -0.325
        516.336	 -0.455	 -0.325
        516.339	 -0.455	 -0.310
        516.342	 -0.445	 -0.290
        516.344	 -0.440	 -0.305
        516.347	 -0.430	 -0.310
        516.350	 -0.445	 -0.320
        516.353	 -0.450	 -0.325
        516.356	 -0.450	 -0.325
        516.358	 -0.445	 -0.320
        516.361	 -0.440	 -0.335
        516.364	 -0.455	 -0.320
        516.367	 -0.475	 -0.325
        516.369	 -0.470	 -0.330
        516.372	 -0.465	 -0.300
        516.375	 -0.445	 -0.310
        516.378	 -0.435	 -0.315
        516.381	 -0.435	 -0.335
        516.383	 -0.435	 -0.340
        516.386	 -0.445	 -0.340
        516.389	 -0.455	 -0.330
        516.392	 -0.440	 -0.335
        516.394	 -0.440	 -0.320
        516.397	 -0.440	 -0.340
        516.400	 -0.450	 -0.345
        516.403	 -0.470	 -0.355
        516.406	 -0.455	 -0.360
        516.408	 -0.470	 -0.360
        516.411	 -0.440	 -0.360
        516.414	 -0.450	 -0.360
        516.417	 -0.450	 -0.375
        516.419	 -0.455	 -0.380
        516.422	 -0.450	 -0.380
        516.425	 -0.460	 -0.380
        516.428	 -0.450	 -0.385
        516.431	 -0.455	 -0.400
        516.433	 -0.475	 -0.420
        516.436	 -0.480	 -0.420
        516.439	 -0.485	 -0.410
        516.442	 -0.485	 -0.405
        516.444	 -0.480	 -0.410
        516.447	 -0.485	 -0.420
        516.450	 -0.495	 -0.425
        516.453	 -0.500	 -0.430
        516.456	 -0.505	 -0.430
        516.458	 -0.500	 -0.420
        516.461	 -0.475	 -0.415
        516.464	 -0.495	 -0.415
        516.467	 -0.495	 -0.425
        516.469	 -0.505	 -0.420
        516.472	 -0.495	 -0.390
        516.475	 -0.475	 -0.380
        516.478	 -0.465	 -0.370
        516.481	 -0.455	 -0.370
        516.483	 -0.445	 -0.360
        516.486	 -0.450	 -0.350
        516.489	 -0.435	 -0.330
        516.492	 -0.430	 -0.320
        516.494	 -0.400	 -0.305
        516.497	 -0.395	 -0.310
        516.500	 -0.395	 -0.300
        516.503	 -0.395	 -0.295
        516.506	 -0.400	 -0.280
        516.508	 -0.380	 -0.275
        516.511	 -0.375	 -0.255
        516.514	 -0.365	 -0.250
        516.517	 -0.370	 -0.255
        516.519	 -0.370	 -0.255
        516.522	 -0.335	 -0.245
        516.525	 -0.340	 -0.240
        516.528	 -0.325	 -0.250
        516.531	 -0.335	 -0.235
        516.533	 -0.340	 -0.240
        516.536	 -0.345	 -0.230
        516.539	 -0.340	 -0.235
        516.542	 -0.320	 -0.225
        516.544	 -0.310	 -0.215
        516.547	 -0.315	 -0.255
        516.550	 -0.330	 -0.230
        516.553	 -0.340	 -0.245
        516.556	 -0.335	 -0.240
        516.558	 -0.310	 -0.220
        516.561	 -0.310	 -0.235
        516.564	 -0.310	 -0.230
        516.567	 -0.325	 -0.245
        516.569	 -0.330	 -0.240
        516.572	 -0.330	 -0.230
        516.575	 -0.325	 -0.225
        516.578	 -0.330	 -0.225
        516.581	 -0.325	 -0.225
        516.583	 -0.325	 -0.250
        516.586	 -0.340	 -0.255
        516.589	 -0.345	 -0.250
        516.592	 -0.340	 -0.235
        516.594	 -0.330	 -0.240
        516.597	 -0.335	 -0.245
        516.600	 -0.340	 -0.250
        516.603	 -0.345	 -0.255
        516.606	 -0.350	 -0.245
        516.608	 -0.340	 -0.230
        516.611	 -0.325	 -0.235
        516.614	 -0.330	 -0.245
        516.617	 -0.340	 -0.255
        516.619	 -0.350	 -0.265
        516.622	 -0.350	 -0.245
        516.625	 -0.340	 -0.240
        516.628	 -0.340	 -0.245
        516.631	 -0.335	 -0.240
        516.633	 -0.345	 -0.255
        516.636	 -0.345	 -0.260
        516.639	 -0.345	 -0.260
        516.642	 -0.340	 -0.255
        516.644	 -0.335	 -0.270
        516.647	 -0.330	 -0.260
        516.650	 -0.350	 -0.270
        516.653	 -0.360	 -0.275
        516.656	 -0.355	 -0.250
        516.658	 -0.345	 -0.250
        516.661	 -0.345	 -0.255
        516.664	 -0.350	 -0.265
        516.667	 -0.365	 -0.280
        516.669	 -0.370	 -0.280
        516.672	 -0.365	 -0.275
        516.675	 -0.370	 -0.255
        516.678	 -0.360	 -0.265
        516.681	 -0.355	 -0.255
        516.683	 -0.365	 -0.275
        516.686	 -0.380	 -0.285
        516.689	 -0.380	 -0.275
        516.692	 -0.370	 -0.270
        516.694	 -0.370	 -0.265
        516.697	 -0.370	 -0.255
        516.700	 -0.375	 -0.280
        516.703	 -0.375	 -0.280
        516.706	 -0.370	 -0.260
        516.708	 -0.370	 -0.260
        516.711	 -0.355	 -0.255
        516.714	 -0.345	 -0.250
        516.717	 -0.355	 -0.270
        516.719	 -0.365	 -0.275
        516.722	 -0.365	 -0.270
        516.725	 -0.360	 -0.250
        516.728	 -0.345	 -0.260
        516.731	 -0.360	 -0.265
        516.733	 -0.360	 -0.270
        516.736	 -0.360	 -0.280
        516.739	 -0.365	 -0.280
        516.742	 -0.355	 -0.250
        516.744	 -0.340	 -0.250
        516.747	 -0.355	 -0.255
        516.750	 -0.370	 -0.260
        516.753	 -0.385	 -0.260
        516.756	 -0.380	 -0.265
        516.758	 -0.365	 -0.255
        516.761	 -0.355	 -0.260
        516.764	 -0.355	 -0.260
        516.767	 -0.355	 -0.265
        516.769	 -0.365	 -0.260
        516.772	 -0.370	 -0.250
        516.775	 -0.360	 -0.245
        516.778	 -0.350	 -0.235
        516.781	 -0.355	 -0.255
        516.783	 -0.360	 -0.265
        516.786	 -0.375	 -0.265
        516.789	 -0.360	 -0.245
        516.792	 -0.355	 -0.240
        516.794	 -0.355	 -0.240
        516.797	 -0.355	 -0.245
        516.800	 -0.350	 -0.255
        516.803	 -0.355	 -0.260
        516.806	 -0.345	 -0.255
        516.808	 -0.340	 -0.240
        516.811	 -0.335	 -0.245
        516.814	 -0.330	 -0.250
        516.817	 -0.340	 -0.255
        516.819	 -0.345	 -0.255
        516.822	 -0.330	 -0.255
        516.825	 -0.320	 -0.250
        516.828	 -0.305	 -0.240
        516.831	 -0.295	 -0.245
        516.833	 -0.300	 -0.245
        516.836	 -0.295	 -0.245
        516.839	 -0.290	 -0.245
        516.842	 -0.275	 -0.220
        516.844	 -0.260	 -0.235
        516.847	 -0.260	 -0.215
        516.850	 -0.260	 -0.225
        516.853	 -0.255	 -0.220
        516.856	 -0.250	 -0.205
        516.858	 -0.230	 -0.190
        516.861	 -0.220	 -0.180
        516.864	 -0.230	 -0.190
        516.867	 -0.225	 -0.200
        516.869	 -0.235	 -0.210
        516.872	 -0.235	 -0.190
        516.875	 -0.230	 -0.175
        516.878	 -0.230	 -0.175
        516.881	 -0.230	 -0.175
        516.883	 -0.230	 -0.180
        516.886	 -0.240	 -0.175
        516.889	 -0.240	 -0.175
        516.892	 -0.230	 -0.165
        516.894	 -0.200	 -0.185
        516.897	 -0.195	 -0.200
        516.900	 -0.210	 -0.210
        516.903	 -0.225	 -0.210
        516.906	 -0.250	 -0.205
        516.908	 -0.280	 -0.200
        516.911	 -0.280	 -0.205
        516.914	 -0.285	 -0.215
        516.917	 -0.295	 -0.215
        516.919	 -0.300	 -0.220
        516.922	 -0.310	 -0.205
        516.925	 -0.300	 -0.195
        516.928	 -0.305	 -0.210
        516.931	 -0.320	 -0.220
        516.933	 -0.335	 -0.230
        516.936	 -0.365	 -0.245
        516.939	 -0.360	 -0.235
        516.942	 -0.375	 -0.220
        516.944	 -0.365	 -0.215
        516.947	 -0.355	 -0.230
        516.950	 -0.375	 -0.240
        516.953	 -0.375	 -0.240
        516.956	 -0.375	 -0.250
        516.958	 -0.375	 -0.225
        516.961	 -0.365	 -0.235
        516.964	 -0.380	 -0.220
        516.967	 -0.375	 -0.245
        516.969	 -0.380	 -0.245
        516.972	 -0.380	 -0.240
        516.975	 -0.365	 -0.220
        516.978	 -0.365	 -0.230
        516.981	 -0.360	 -0.225
        516.983	 -0.370	 -0.235
        516.986	 -0.390	 -0.240
        516.989	 -0.390	 -0.235
        516.992	 -0.390	 -0.225
        516.994	 -0.375	 -0.230
        516.997	 -0.380	 -0.240
        517.000	 -0.390	 -0.265
        517.003	 -0.400	 -0.290
        517.006	 -0.425	 -0.310
        517.008	 -0.460	 -0.315
        517.011	 -0.480	 -0.340
        517.014	 -0.500	 -0.360
        517.017	 -0.520	 -0.345
        517.019	 -0.565	 -0.275
        517.022	 -0.600	 -0.155
        517.025	 -0.580	 -0.045
        517.028	 -0.490	  0.050
        517.031	 -0.360	  0.130
        517.033	 -0.225	  0.225
        517.036	 -0.085	  0.320
        517.039	  0.145	  0.435
        517.042	  0.445	  0.550
        517.044	  0.705	  0.550
        517.047	  0.880	  0.395
        517.050	  0.925	  0.105
        517.053	  0.815	 -0.210
        517.056	  0.530	 -0.395
        517.058	  0.165	 -0.415
        517.061	 -0.180	 -0.360
        517.064	 -0.440	 -0.340
        517.067	 -0.565	 -0.320
        517.069	 -0.600	 -0.325
        517.072	 -0.580	 -0.290
        517.075	 -0.520	 -0.260
        517.078	 -0.465	 -0.260
        517.081	 -0.435	 -0.270
        517.083	 -0.435	 -0.270
        517.086	 -0.455	 -0.275
        517.089	 -0.450	 -0.270
        517.092	 -0.425	 -0.270
        517.094	 -0.430	 -0.250
        517.097	 -0.425	 -0.260
        517.100	 -0.420	 -0.265
        517.103	 -0.430	 -0.275
        517.106	 -0.435	 -0.255
        517.108	 -0.430	 -0.250
        517.111	 -0.415	 -0.245
        517.114	 -0.420	 -0.260
        517.117	 -0.425	 -0.260
        517.119	 -0.440	 -0.270
        517.122	 -0.435	 -0.265
        517.125	 -0.430	 -0.250
        517.128	 -0.430	 -0.235
        517.131	 -0.420	 -0.255
        517.133	 -0.425	 -0.250
        517.136	 -0.435	 -0.260
        517.139	 -0.430	 -0.260
        517.142	 -0.420	 -0.245
        517.144	 -0.410	 -0.245
        517.147	 -0.410	 -0.240
        517.150	 -0.425	 -0.255
        517.153	 -0.435	 -0.250
        517.156	 -0.435	 -0.260
        517.158	 -0.415	 -0.240
        517.161	 -0.405	 -0.235
        517.164	 -0.405	 -0.235
        517.167	 -0.410	 -0.245
        517.169	 -0.425	 -0.245
        517.172	 -0.430	 -0.250
        517.175	 -0.420	 -0.235
        517.178	 -0.405	 -0.240
        517.181	 -0.410	 -0.235
        517.183	 -0.425	 -0.255
        517.186	 -0.430	 -0.255
        517.189	 -0.430	 -0.245
        517.192	 -0.420	 -0.245
        517.194	 -0.410	 -0.250
        517.197	 -0.415	 -0.245
        517.200	 -0.415	 -0.245
        517.203	 -0.430	 -0.255
        517.206	 -0.425	 -0.260
        517.208	 -0.420	 -0.245
        517.211	 -0.410	 -0.240
        517.214	 -0.415	 -0.260
        517.217	 -0.420	 -0.270
        517.219	 -0.425	 -0.270
        517.222	 -0.425	 -0.255
        517.225	 -0.415	 -0.255
        517.228	 -0.410	 -0.245
        517.231	 -0.410	 -0.250
        517.233	 -0.415	 -0.250
        517.236	 -0.425	 -0.270
        517.239	 -0.430	 -0.260
        517.242	 -0.415	 -0.255
        517.244	 -0.405	 -0.260
        517.247	 -0.405	 -0.260
        517.250	 -0.410	 -0.275
        517.253	 -0.425	 -0.285
        517.256	 -0.400	 -0.275
        517.258	 -0.405	 -0.280
        517.261	 -0.390	 -0.280
        517.264	 -0.395	 -0.300
        517.267	 -0.405	 -0.300
        517.269	 -0.415	 -0.300
        517.272	 -0.415	 -0.305
        517.275	 -0.415	 -0.305
        517.278	 -0.405	 -0.310
        517.281	 -0.405	 -0.325
        517.283	 -0.430	 -0.345
        517.286	 -0.430	 -0.355
        517.289	 -0.425	 -0.335
        517.292	 -0.430	 -0.335
        517.294	 -0.415	 -0.330
        517.297	 -0.425	 -0.345
        517.300	 -0.420	 -0.355
        517.303	 -0.430	 -0.365
        517.306	 -0.440	 -0.375
        517.308	 -0.435	 -0.360
        517.311	 -0.425	 -0.360
        517.314	 -0.430	 -0.350
        517.317	 -0.435	 -0.360
        517.319	 -0.445	 -0.365
        517.322	 -0.435	 -0.350
        517.325	 -0.425	 -0.340
        517.328	 -0.410	 -0.325
        517.331	 -0.405	 -0.315
        517.333	 -0.405	 -0.300
        517.336	 -0.405	 -0.310
        517.339	 -0.400	 -0.265
        517.342	 -0.385	 -0.260
        517.344	 -0.375	 -0.240
        517.347	 -0.360	 -0.225
        517.350	 -0.355	 -0.235
        517.353	 -0.360	 -0.225
        517.356	 -0.345	 -0.210
        517.358	 -0.330	 -0.180
        517.361	 -0.320	 -0.170
        517.364	 -0.315	 -0.170
        517.367	 -0.315	 -0.185
        517.369	 -0.320	 -0.195
        517.372	 -0.310	 -0.170
        517.375	 -0.300	 -0.160
        517.378	 -0.290	 -0.160
        517.381	 -0.305	 -0.155
        517.383	 -0.300	 -0.160
        517.386	 -0.305	 -0.165
        517.389	 -0.285	 -0.160
        517.392	 -0.285	 -0.155
        517.394	 -0.280	 -0.155
        517.397	 -0.285	 -0.155
        517.400	 -0.275	 -0.160
        517.403	 -0.305	 -0.165
        517.406	 -0.300	 -0.155
        517.408	 -0.290	 -0.150
        517.411	 -0.270	 -0.150
        517.414	 -0.270	 -0.150
        517.417	 -0.285	 -0.180
        517.419	 -0.290	 -0.180
        517.422	 -0.290	 -0.165
        517.425	 -0.290	 -0.145
        517.428	 -0.285	 -0.145
        517.431	 -0.295	 -0.150
        517.433	 -0.290	 -0.160
        517.436	 -0.300	 -0.165
        517.439	 -0.300	 -0.160
        517.442	 -0.295	 -0.145
        517.444	 -0.285	 -0.155
        517.447	 -0.290	 -0.160
        517.450	 -0.300	 -0.175
        517.453	 -0.310	 -0.170
        517.456	 -0.310	 -0.165
        517.458	 -0.300	 -0.155
        517.461	 -0.295	 -0.160
        517.464	 -0.305	 -0.160
        517.467	 -0.310	 -0.175
        517.469	 -0.315	 -0.185
        517.472	 -0.315	 -0.185
        517.475	 -0.305	 -0.170
        517.478	 -0.295	 -0.160
        517.481	 -0.305	 -0.160
        517.483	 -0.305	 -0.180
        517.486	 -0.305	 -0.190
        517.489	 -0.315	 -0.185
        517.492	 -0.305	 -0.180
        517.494	 -0.305	 -0.185
        517.497	 -0.300	 -0.190
        517.500	 -0.310	 -0.190
        517.503	 -0.315	 -0.190
        517.506	 -0.315	 -0.190
        517.508	 -0.310	 -0.180
        517.511	 -0.315	 -0.180
        517.514	 -0.315	 -0.190
        517.517	 -0.330	 -0.200
        517.519	 -0.330	 -0.190
        517.522	 -0.345	 -0.190
        517.525	 -0.325	 -0.180
        517.528	 -0.315	 -0.185
